postal_code,country,time_init_utc,time_valid_utc,doy_utc,hour_utc,time_valid_lcl,dst_offset_minutes,temperature_air_2m_f,temperature_wetbulb_2m_f,temperature_dewpoint_2m_f,temperature_feelslike_2m_f,temperature_windchill_2m_f,temperature_heatindex_2m_f,humidity_relative_2m_pct,humidity_specific_2m_gpkg,pressure_2m_mb,pressure_mean_sea_level_mb,wind_speed_10m_mph,wind_direction_10m_deg,wind_speed_80m_mph,wind_direction_80m_deg,wind_speed_100m_mph,wind_direction_100m_deg,precipitation_in,snowfall_in,cloud_cover_pct,radiation_solar_total_wpm2
90807,US,2020-04-08 12:00:00 UTC,2020-04-17 21:00:00 UTC,108,21,2020-04-17 14:00:00 UTC,-60,69.55,57.66,47.01,69.55,69.55,69.55,44.52,6.87,1011.02,1014.45,9.41,244.81,10.85,250.11,10.92,250.42,0.0,0.0,0,962.3
90888,US,2020-04-08 12:00:00 UTC,2020-04-17 21:00:00 UTC,108,21,2020-04-17 14:00:00 UTC,-60,69.55,57.66,47.01,69.55,69.55,69.55,44.52,6.87,1011.02,1014.45,9.41,244.81,10.85,250.11,10.92,250.42,0.0,0.0,0,962.3
90806,US,2020-04-08 12:00:00 UTC,2020-04-17 21:00:00 UTC,108,21,2020-04-17 14:00:00 UTC,-60,69.55,57.66,47.01,69.55,69.55,69.55,44.52,6.87,1011.02,1014.45,9.41,244.81,10.85,250.11,10.92,250.42,0.0,0.0,0,962.3
80643,US,2020-04-08 12:00:00 UTC,2020-04-17 21:00:00 UTC,108,21,2020-04-17 15:00:00 UTC,-60,34.09,30.92,25.97,30.82,30.82,34.09,71.87,3.53,844.92,1014.78,3.68,135.51,2.97,133.27,2.99,133.28,0.0,0.0,32,942.3
72437,US,2020-04-08 12:00:00 UTC,2020-04-12 15:00:00 UTC,103,15,2020-04-12 10:00:00 UTC,-60,57.88,57.05,56.53,57.88,55.61,57.88,95.25,9.88,987.85,997.64,10.67,124.89,16.81,127.07,17.58,127.31,0.01,0.0,100,30.0
66220,US,2020-04-08 12:00:00 UTC,2020-04-14 11:00:00 UTC,105,11,2020-04-14 06:00:00 UTC,-60,29.74,25.73,14.35,26.48,26.48,29.74,52.27,1.84,987.29,1023.77,2.92,165.56,4.41,161.36,4.61,159.86,0.0,0.0,77,0.0
95141,US,2020-04-08 12:00:00 UTC,2020-04-14 11:00:00 UTC,105,11,2020-04-14 04:00:00 UTC,-60,44.92,42.66,40.2,44.21,44.21,44.92,83.4,5.4,979.16,1019.16,2.73,134.09,3.82,132.11,3.96,136.37,0.0,0.0,0,0.0
95672,US,2020-04-08 12:00:00 UTC,2020-04-14 11:00:00 UTC,105,11,2020-04-14 04:00:00 UTC,-60,50.14,45.93,41.47,48.85,48.85,50.14,72.05,5.68,982.46,1019.17,4.27,84.95,6.31,90.73,6.54,94.04,0.0,0.0,12,0.0
61845,US,2020-04-08 12:00:00 UTC,2020-04-14 18:00:00 UTC,105,18,2020-04-14 13:00:00 UTC,-60,43.43,36.07,17.65,36.14,36.14,43.43,35.1,2.12,993.62,1022.02,15.24,276.59,18.99,276.72,19.3,276.75,0.0,0.0,17,623.0
85533,US,2020-04-08 12:00:00 UTC,2020-04-14 18:00:00 UTC,105,18,2020-04-14 11:00:00 UTC,0,56.21,44.09,14.5,56.21,55.73,56.21,19.02,2.16,857.82,1017.92,4.52,223.15,4.56,230.84,4.58,231.12,0.0,0.0,0,445.0
32063,US,2020-04-08 12:00:00 UTC,2020-04-14 18:00:00 UTC,105,18,2020-04-14 14:00:00 UTC,-60,81.23,75.79,73.68,87.1,81.23,87.1,77.9,17.84,1007.37,1011.65,10.64,234.46,15.79,233.41,16.21,233.46,0.06,0.0,62,604.0
22408,US,2020-04-08 12:00:00 UTC,2020-04-14 18:00:00 UTC,105,18,2020-04-14 14:00:00 UTC,-60,46.31,40.0,29.72,43.81,43.81,46.31,52.15,3.45,1011.88,1020.18,5.09,7.8,7.55,9.2,7.83,9.31,0.0,0.0,100,115.0
21128,US,2020-04-08 12:00:00 UTC,2020-04-14 18:00:00 UTC,105,18,2020-04-14 14:00:00 UTC,-60,48.29,41.01,28.72,44.94,44.94,48.29,46.47,3.32,1010.49,1019.44,7.36,296.16,10.01,290.87,10.29,290.91,0.0,0.0,100,177.0
10562,US,2020-04-08 12:00:00 UTC,2020-04-14 18:00:00 UTC,105,18,2020-04-14 14:00:00 UTC,-60,55.13,44.68,23.37,53.33,53.33,55.13,28.92,2.69,1003.21,1017.0,7.07,252.75,9.37,247.85,9.63,247.88,0.0,0.0,67,663.0
03052,US,2020-04-08 12:00:00 UTC,2020-04-14 18:00:00 UTC,105,18,2020-04-14 14:00:00 UTC,-60,56.39,45.64,25.08,56.39,55.55,56.39,29.68,2.89,1003.51,1014.73,5.33,254.22,7.79,256.76,7.99,256.76,0.0,0.0,50,692.0
40854,US,2020-04-08 12:00:00 UTC,2020-04-14 18:00:00 UTC,105,18,2020-04-14 14:00:00 UTC,-60,42.17,36.86,28.28,37.3,37.3,42.17,57.58,3.45,953.03,1022.68,7.81,355.52,10.92,350.9,11.34,350.82,0.0,0.0,100,416.0
49262,US,2020-04-08 12:00:00 UTC,2020-04-15 02:00:00 UTC,106,2,2020-04-14 22:00:00 UTC,-60,30.02,26.41,17.46,22.78,22.78,30.02,59.38,2.13,977.99,1019.62,7.49,276.12,15.72,280.48,17.26,281.55,0.0,0.0,23,176.8
68850,US,2020-04-08 12:00:00 UTC,2020-04-15 02:00:00 UTC,106,2,2020-04-14 21:00:00 UTC,-60,39.98,33.3,18.03,34.14,34.14,39.98,41.02,2.31,929.82,1019.19,8.08,38.52,13.2,40.21,13.92,40.31,0.0,0.0,100,217.1
42347,US,2020-04-08 12:00:00 UTC,2020-04-15 02:00:00 UTC,106,2,2020-04-14 21:00:00 UTC,-60,40.16,35.48,27.24,38.92,38.92,40.16,59.66,3.14,1004.67,1022.47,1.61,120.47,2.45,122.52,2.39,122.52,0.0,0.0,16,183.8
05036,US,2020-04-08 12:00:00 UTC,2020-04-15 02:00:00 UTC,106,2,2020-04-14 22:00:00 UTC,-60,33.68,32.27,30.04,29.85,29.85,33.68,87.03,3.67,961.57,1013.85,3.43,266.41,9.41,264.15,10.45,264.84,0.0,0.0,100,101.8
55321,US,2020-04-08 12:00:00 UTC,2020-04-15 02:00:00 UTC,106,2,2020-04-14 21:00:00 UTC,-60,26.9,22.7,6.4,17.11,17.11,26.9,41.84,1.3,981.76,1021.95,10.85,304.18,17.7,308.81,18.79,309.61,0.0,0.0,16,221.8
27944,US,2020-04-08 12:00:00 UTC,2020-04-15 02:00:00 UTC,106,2,2020-04-14 22:00:00 UTC,-60,49.22,44.56,39.07,43.58,43.58,49.22,67.93,4.98,1017.66,1018.78,15.13,13.44,22.21,13.98,22.94,14.09,0.0,0.0,96,121.5
16611,US,2020-04-08 12:00:00 UTC,2020-04-15 02:00:00 UTC,106,2,2020-04-14 22:00:00 UTC,-60,35.6,32.33,26.62,32.52,32.52,35.6,69.85,3.14,977.57,1019.35,4.03,286.36,11.3,290.32,12.73,291.55,0.0,0.0,91,95.8
72583,US,2020-04-08 12:00:00 UTC,2020-04-14 04:00:00 UTC,105,4,2020-04-13 23:00:00 UTC,-60,39.04,34.49,26.22,35.84,35.84,39.04,59.72,3.04,991.9,1023.57,4.36,344.39,8.52,347.96,9.39,348.66,0.0,0.0,96,0.7
54731,US,2020-04-08 12:00:00 UTC,2020-04-14 04:00:00 UTC,105,4,2020-04-13 23:00:00 UTC,-60,23.17,21.87,18.82,12.08,12.08,23.17,83.14,2.27,968.81,1012.24,11.14,265.18,23.37,276.41,25.24,277.62,0.0,0.0,61,8.0
30656,US,2020-04-08 12:00:00 UTC,2020-04-13 08:00:00 UTC,104,8,2020-04-13 04:00:00 UTC,-60,55.22,54.14,53.38,54.51,54.51,55.22,93.52,8.91,976.94,1007.89,4.64,268.86,13.53,274.93,15.28,275.96,0.0,0.0,0,0.0
48811,US,2020-04-08 12:00:00 UTC,2020-04-13 08:00:00 UTC,104,8,2020-04-13 04:00:00 UTC,-60,50.18,49.63,49.19,45.62,45.62,50.18,96.38,7.73,963.02,990.91,11.99,191.01,18.52,196.76,19.4,197.58,0.02,0.0,100,0.0
40336,US,2020-04-08 12:00:00 UTC,2020-04-13 08:00:00 UTC,104,8,2020-04-13 04:00:00 UTC,-60,55.58,54.38,53.55,52.62,52.62,55.58,92.88,9.07,965.82,1003.37,11.17,240.98,23.26,243.36,24.78,243.9,0.0,0.0,96,0.0
17257,US,2020-04-08 12:00:00 UTC,2020-04-13 08:00:00 UTC,104,8,2020-04-13 04:00:00 UTC,-60,53.24,52.55,52.05,48.5,48.5,53.24,95.74,8.57,966.67,1000.41,16.28,161.72,26.04,162.2,27.49,162.46,0.22,0.0,100,0.0
08250,US,2020-04-08 12:00:00 UTC,2020-04-13 08:00:00 UTC,104,8,2020-04-13 04:00:00 UTC,-60,55.94,54.33,53.17,50.94,50.94,55.94,90.39,8.6,1004.45,1005.66,23.02,152.15,40.67,154.45,42.67,154.66,0.01,0.0,100,0.0
12966,US,2020-04-08 12:00:00 UTC,2020-04-13 08:00:00 UTC,104,8,2020-04-13 04:00:00 UTC,-60,43.16,40.61,37.56,35.71,35.71,43.16,80.46,4.86,980.78,1012.42,15.51,149.76,23.51,150.72,25.57,151.39,0.01,0.0,100,0.0
48315,US,2020-04-08 12:00:00 UTC,2020-04-13 08:00:00 UTC,104,8,2020-04-13 04:00:00 UTC,-60,48.38,47.62,46.97,45.7,45.7,48.38,94.85,7.08,967.25,991.59,6.02,160.11,10.13,166.33,10.66,166.95,0.01,0.0,100,0.0
64438,US,2020-04-08 12:00:00 UTC,2020-04-13 20:00:00 UTC,104,20,2020-04-13 15:00:00 UTC,-60,44.7,37.19,20.34,37.05,37.05,44.7,37.53,2.41,984.64,1020.13,18.19,277.93,23.29,279.58,23.74,279.71,0.0,0.0,39,747.9
75106,US,2020-04-08 12:00:00 UTC,2020-04-13 20:00:00 UTC,104,20,2020-04-13 15:00:00 UTC,-60,52.38,43.0,25.4,47.56,47.56,52.38,34.83,2.94,997.31,1021.33,15.44,26.78,20.43,28.2,20.85,28.27,0.0,0.0,7,797.6
75104,US,2020-04-08 12:00:00 UTC,2020-04-13 20:00:00 UTC,104,20,2020-04-13 15:00:00 UTC,-60,52.38,43.0,25.4,47.56,47.56,52.38,34.83,2.94,997.31,1021.33,15.44,26.78,20.43,28.2,20.85,28.27,0.0,0.0,7,797.6
59915,US,2020-04-08 12:00:00 UTC,2020-04-13 20:00:00 UTC,104,20,2020-04-13 14:00:00 UTC,-60,31.92,30.36,27.95,28.19,28.19,31.92,85.05,3.63,893.6,1021.57,3.71,176.49,3.65,177.83,3.66,177.48,0.0,0.0,81,604.3
42304,US,2020-04-08 12:00:00 UTC,2020-04-13 20:00:00 UTC,104,20,2020-04-13 15:00:00 UTC,-60,47.34,40.89,30.87,41.5,41.5,47.34,52.58,3.65,1004.24,1019.15,13.91,307.68,17.46,308.27,17.83,308.34,0.0,0.0,99,607.6
06777,US,2020-04-08 12:00:00 UTC,2020-04-17 20:00:00 UTC,108,20,2020-04-17 16:00:00 UTC,-60,42.54,36.97,26.68,38.9,38.9,42.54,54.27,3.13,990.65,1021.68,5.55,189.08,9.45,189.4,9.79,189.37,0.0,0.02,100,428.5
57652,US,2020-04-08 12:00:00 UTC,2020-04-17 20:00:00 UTC,108,20,2020-04-17 14:00:00 UTC,-60,47.33,38.52,17.84,44.47,44.47,47.33,30.53,2.27,938.21,1014.42,5.81,267.5,5.79,261.88,5.82,261.86,0.0,0.0,78,691.9
95306,US,2020-04-08 12:00:00 UTC,2020-04-17 20:00:00 UTC,108,20,2020-04-17 13:00:00 UTC,-60,67.25,55.28,44.06,67.25,67.25,67.25,43.22,6.49,957.34,1013.52,7.28,184.68,9.03,178.98,9.21,178.47,0.0,0.0,20,729.2
15758,US,2020-04-08 12:00:00 UTC,2020-04-17 20:00:00 UTC,108,20,2020-04-17 16:00:00 UTC,-60,44.69,43.21,41.65,40.41,40.41,44.69,89.52,5.81,961.73,1014.53,8.44,159.06,16.81,165.79,17.96,166.74,0.01,0.0,100,119.5
56007,US,2020-04-08 12:00:00 UTC,2020-04-17 20:00:00 UTC,108,20,2020-04-17 15:00:00 UTC,-60,43.32,35.73,15.65,39.39,39.39,43.32,32.32,1.99,972.14,1018.79,6.46,40.2,6.89,38.83,6.95,38.75,0.0,0.0,32,751.9
49204,US,2020-04-08 12:00:00 UTC,2020-04-17 20:00:00 UTC,108,20,2020-04-17 16:00:00 UTC,-60,33.63,33.58,33.5,26.1,26.1,33.63,99.44,4.13,978.77,1015.38,9.29,44.75,14.53,45.76,15.12,46.15,0.0,0.06,100,119.2
30517,US,2020-04-08 12:00:00 UTC,2020-04-11 23:00:00 UTC,102,23,2020-04-11 19:00:00 UTC,-60,60.1,52.41,45.34,60.1,60.1,60.1,58.11,6.61,980.76,1014.57,4.71,145.96,10.05,150.88,10.84,151.88,0.0,0.0,73,613.3
36266,US,2020-04-08 12:00:00 UTC,2020-04-11 23:00:00 UTC,102,23,2020-04-11 18:00:00 UTC,-60,61.36,52.81,44.88,61.36,61.36,61.36,54.61,6.54,975.19,1013.22,5.79,167.59,12.93,169.54,13.96,169.69,0.0,0.0,100,586.3
88008,US,2020-04-08 12:00:00 UTC,2020-04-10 14:00:00 UTC,101,14,2020-04-10 08:00:00 UTC,-60,55.85,43.98,20.43,54.2,54.2,55.85,24.89,2.73,874.57,1013.47,7.07,258.82,10.51,256.31,11.25,256.16,0.0,0.0,0,60.0
87024,US,2020-04-08 12:00:00 UTC,2020-04-10 14:00:00 UTC,101,14,2020-04-10 08:00:00 UTC,-60,46.13,36.8,18.67,43.91,43.91,46.13,33.08,2.75,801.81,1013.04,4.61,20.29,4.18,10.32,4.3,8.46,0.0,0.0,0,60.0
58756,US,2020-04-08 12:00:00 UTC,2020-04-09 13:00:00 UTC,100,13,2020-04-09 08:00:00 UTC,-60,21.63,18.65,8.47,6.2,6.2,21.63,56.31,1.48,945.13,1024.94,20.4,331.61,28.1,333.1,28.94,333.2,0.0,0.0,97,30.0
25260,US,2020-04-08 12:00:00 UTC,2020-04-09 13:00:00 UTC,100,13,2020-04-09 09:00:00 UTC,-60,48.63,45.65,42.66,42.5,42.5,48.63,79.75,5.96,976.37,1002.28,16.53,303.84,30.05,304.75,31.72,304.85,0.0,0.0,100,20.0
45248,US,2020-04-08 12:00:00 UTC,2020-04-09 13:00:00 UTC,100,13,2020-04-09 09:00:00 UTC,-60,47.73,40.35,27.92,41.55,41.55,47.73,45.92,3.31,980.81,1007.65,15.64,305.44,25.51,308.66,26.77,309.01,0.0,0.0,0,210.0
12929,US,2020-04-08 12:00:00 UTC,2020-04-09 13:00:00 UTC,100,13,2020-04-09 09:00:00 UTC,-60,37.47,36.62,35.56,33.46,33.46,37.47,92.74,4.64,947.92,991.72,5.01,148.72,9.06,156.95,9.57,157.84,0.03,0.0,100,90.0
77514,US,2020-04-08 12:00:00 UTC,2020-04-09 13:00:00 UTC,100,13,2020-04-09 08:00:00 UTC,-60,74.37,71.5,70.27,78.21,74.37,78.21,87.06,15.76,1010.25,1010.91,8.87,239.78,12.52,242.05,13.22,242.54,0.0,0.0,65,60.0
66843,US,2020-04-08 12:00:00 UTC,2020-04-09 13:00:00 UTC,100,13,2020-04-09 08:00:00 UTC,-60,46.83,42.0,35.97,43.74,43.74,46.83,65.72,4.63,968.54,1019.29,6.23,355.54,11.39,3.53,12.3,5.37,0.0,0.0,100,40.0
29303,US,2020-04-08 12:00:00 UTC,2020-04-09 13:00:00 UTC,100,13,2020-04-09 09:00:00 UTC,-60,67.53,60.29,55.56,67.53,67.53,67.53,65.48,9.76,973.18,1002.84,4.87,247.19,8.92,257.02,9.44,257.39,0.0,0.0,0,240.0
05846,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,34.62,34.27,33.82,28.82,28.82,34.62,96.82,4.44,922.83,982.64,6.71,135.42,11.19,135.04,12.01,135.23,0.06,0.6,100,60.0
44065,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,44.88,38.66,28.71,37.07,37.07,44.88,52.83,3.5,956.04,998.6,19.03,279.43,30.42,279.91,31.45,279.9,0.01,0.1,50,780.0
06770,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,50.1,47.21,44.51,45.85,45.85,50.1,81.0,6.45,967.79,985.77,10.93,277.26,25.75,285.05,27.5,285.78,0.01,0.0,100,30.0
08905,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,57.84,47.42,32.37,53.25,53.25,57.84,37.95,3.96,986.06,990.91,24.72,283.16,36.82,284.22,38.07,284.28,0.0,0.0,72,480.0
08902,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,57.84,47.42,32.37,53.25,53.25,57.84,37.95,3.96,986.06,990.91,24.72,283.16,36.82,284.22,38.07,284.28,0.0,0.0,72,480.0
27314,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,68.1,55.49,43.03,68.1,68.1,68.1,40.2,6.11,976.86,999.06,19.2,293.38,26.95,292.15,27.69,292.04,0.0,0.0,6,840.0
02771,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,55.32,53.91,52.9,50.25,50.25,55.32,91.53,8.75,977.13,982.48,22.06,223.56,37.2,230.62,38.98,231.21,0.4,0.0,100,10.0
02914,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,55.32,53.91,52.9,50.25,50.25,55.32,91.53,8.75,977.13,982.48,22.06,223.56,37.2,230.62,38.98,231.21,0.4,0.0,100,10.0
47849,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,52.98,44.7,32.92,47.8,47.8,52.98,46.29,4.02,990.19,1008.24,18.24,280.21,23.84,279.08,24.35,279.05,0.0,0.0,80,760.0
37659,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,55.86,46.49,34.47,51.65,51.65,55.86,44.33,4.5,942.86,1005.04,17.66,285.03,22.76,283.92,23.27,283.94,0.0,0.0,0,880.0
28656,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,63.96,50.56,30.71,63.96,63.96,63.96,28.56,3.85,953.02,1002.41,14.15,280.96,23.53,286.07,24.44,286.29,0.0,0.0,21,860.0
28659,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,63.96,50.56,30.71,63.96,63.96,63.96,28.56,3.85,953.02,1002.41,14.15,280.96,23.53,286.07,24.44,286.29,0.0,0.0,21,860.0
28606,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 16:00:00 UTC,-60,63.96,50.56,30.71,63.96,63.96,63.96,28.56,3.85,953.02,1002.41,14.15,280.96,23.53,286.07,24.44,286.29,0.0,0.0,21,860.0
95423,US,2020-04-08 12:00:00 UTC,2020-04-09 20:00:00 UTC,100,20,2020-04-09 13:00:00 UTC,-60,61.44,52.76,45.02,61.44,61.44,61.44,54.74,6.81,941.18,1014.97,6.16,92.79,5.4,84.98,5.5,84.48,0.0,0.0,27,760.0
42374,US,2020-04-08 12:00:00 UTC,2020-04-14 02:00:00 UTC,105,2,2020-04-13 21:00:00 UTC,-60,38.78,34.69,27.56,35.88,35.88,38.78,63.8,3.18,1005.35,1022.25,4.11,326.03,8.94,330.93,9.78,331.96,0.0,0.0,70,171.1
25053,US,2020-04-08 12:00:00 UTC,2020-04-09 12:00:00 UTC,100,12,2020-04-09 08:00:00 UTC,-60,56.69,54.68,53.29,53.5,53.5,56.69,88.36,9.07,957.4,1001.2,13.48,280.53,24.7,283.39,26.01,283.48,0.01,0.0,100,0.0
17853,US,2020-04-08 12:00:00 UTC,2020-04-09 12:00:00 UTC,100,12,2020-04-09 08:00:00 UTC,-60,51.83,47.75,43.87,47.84,47.84,51.83,74.15,6.32,965.59,991.51,11.48,194.45,21.65,196.05,23.34,196.35,0.0,0.0,84,0.0
20866,US,2020-04-08 12:00:00 UTC,2020-04-09 12:00:00 UTC,100,12,2020-04-09 08:00:00 UTC,-60,59.75,53.29,47.81,59.75,57.5,59.75,64.6,7.23,983.35,995.17,12.88,194.12,23.52,195.87,24.93,196.19,0.0,0.0,100,10.0
65632,US,2020-04-08 12:00:00 UTC,2020-04-13 19:00:00 UTC,104,19,2020-04-13 14:00:00 UTC,-60,43.16,36.1,20.49,36.85,36.85,43.16,40.07,2.45,975.52,1022.93,11.74,306.36,14.47,307.28,14.67,307.4,0.0,0.0,87,546.6
37773,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,32.17,31.34,30.06,31.61,31.61,32.17,91.83,3.64,967.87,1019.94,1.76,238.07,2.82,239.36,2.84,242.5,0.0,0.0,0,0.0
43054,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,32.17,29.38,23.96,28.38,28.38,32.17,71.4,2.8,978.91,1017.19,3.88,292.53,6.88,290.86,7.49,292.39,0.0,0.0,39,0.0
44134,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,34.87,30.13,18.95,28.89,28.89,34.87,51.84,2.26,982.19,1016.11,7.04,292.46,13.43,297.11,14.27,298.67,0.0,0.0,18,0.0
11226,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,40.09,35.48,27.35,31.23,31.23,40.09,60.07,3.14,1006.59,1007.6,17.4,304.08,23.46,304.47,24.07,304.68,0.0,0.0,13,0.0
11215,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,40.09,35.48,27.35,31.23,31.23,40.09,60.07,3.14,1006.59,1007.6,17.4,304.08,23.46,304.47,24.07,304.68,0.0,0.0,13,0.0
11225,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,40.09,35.48,27.35,31.23,31.23,40.09,60.07,3.14,1006.59,1007.6,17.4,304.08,23.46,304.47,24.07,304.68,0.0,0.0,13,0.0
11240,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,40.09,35.48,27.35,31.23,31.23,40.09,60.07,3.14,1006.59,1007.6,17.4,304.08,23.46,304.47,24.07,304.68,0.0,0.0,13,0.0
11219,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,40.09,35.48,27.35,31.23,31.23,40.09,60.07,3.14,1006.59,1007.6,17.4,304.08,23.46,304.47,24.07,304.68,0.0,0.0,13,0.0
11218,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,40.09,35.48,27.35,31.23,31.23,40.09,60.07,3.14,1006.59,1007.6,17.4,304.08,23.46,304.47,24.07,304.68,0.0,0.0,13,0.0
11210,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,40.09,35.48,27.35,31.23,31.23,40.09,60.07,3.14,1006.59,1007.6,17.4,304.08,23.46,304.47,24.07,304.68,0.0,0.0,13,0.0
04352,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,27.31,26.71,25.63,20.25,20.25,27.31,93.28,3.0,977.96,996.09,6.43,272.46,15.89,283.74,17.64,286.29,0.0,0.0,50,0.0
19443,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,32.53,29.45,23.18,23.88,23.88,32.53,68.09,2.66,997.13,1010.28,10.98,287.39,20.24,293.02,21.49,293.86,0.0,0.0,0,0.0
19451,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,32.53,29.45,23.18,23.88,23.88,32.53,68.09,2.66,997.13,1010.28,10.98,287.39,20.24,293.02,21.49,293.86,0.0,0.0,0,0.0
15856,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,27.49,25.81,22.45,18.27,18.27,27.49,81.08,2.71,948.47,1014.0,9.7,302.6,19.24,305.58,20.59,306.09,0.0,0.0,0,0.0
29080,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,42.97,37.34,27.32,39.88,39.88,42.97,53.68,3.12,1012.6,1018.14,5.09,25.75,10.61,29.07,11.86,30.22,0.0,0.0,0,0.0
45724,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,30.19,28.27,24.58,26.25,26.25,30.19,79.38,2.85,986.36,1017.49,3.75,279.72,9.06,292.0,10.18,295.44,0.0,0.0,34,0.0
32357,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,48.19,40.76,27.74,46.67,46.67,48.19,44.81,3.18,1013.03,1016.55,4.11,32.89,12.57,38.31,14.17,39.1,0.0,0.0,32,0.0
26101,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,30.37,28.76,25.8,26.74,26.74,30.37,82.89,2.99,988.79,1017.51,3.51,272.82,8.72,288.94,9.85,293.18,0.0,0.0,20,0.0
26103,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,30.37,28.76,25.8,26.74,26.74,30.37,82.89,2.99,988.79,1017.51,3.51,272.82,8.72,288.94,9.85,293.18,0.0,0.0,20,0.0
33041,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,76.45,72.93,71.47,80.45,76.45,80.45,84.59,16.39,1013.05,1013.08,3.23,54.72,4.56,66.67,4.61,67.08,0.0,0.0,1,0.0
33045,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,76.45,72.93,71.47,80.45,76.45,80.45,84.59,16.39,1013.05,1013.08,3.23,54.72,4.56,66.67,4.61,67.08,0.0,0.0,1,0.0
40763,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,33.07,32.27,31.09,31.31,31.31,33.07,92.35,3.79,969.32,1019.87,2.45,191.63,3.48,205.46,3.33,211.54,0.0,0.0,0,0.0
27814,US,2020-04-08 12:00:00 UTC,2020-04-11 09:00:00 UTC,102,9,2020-04-11 05:00:00 UTC,-60,40.81,36.31,28.69,36.73,36.73,40.81,61.72,3.29,1014.95,1016.41,5.94,304.03,14.52,309.57,16.15,310.75,0.0,0.0,0,0.0
